study_id,timepoint_category,prevalence,N,iter
Gasparrini_2019_infant,DOL 9-42,0.19230769230769232,26,26
Gibson_2016_preterm,DOL 1-8,0.20175438596491227,114,26
Gibson_2016_preterm,DOL 43-455,0.125,16,26
Gibson_2016_preterm,DOL 9-42,0.24731182795698925,93,26
Morrow_2016_preterm_infants,DOL 1-8,0.16981132075471697,53,26
Morrow_2016_preterm_infants,DOL 9-42,0,20,26
PRIMAL,DOL 1-8,0.09482758620689655,116,26
PRIMAL,DOL 43-455,0.04,50,26
PRIMAL,DOL 9-42,0.27419354838709675,434,26
Parnanen_2019_infant,DOL 1-8,0,1,26
Parnanen_2019_infant,DOL 9-42,0.21875,32,26
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,26
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,26
Rahman_2018_preterm_NICU,DOL 9-42,0.10526315789473684,190,26
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,27
Gasparrini_2019_infant,DOL 43-455,0.09523809523809523,63,27
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,27
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,27
Gibson_2016_preterm,DOL 43-455,0.125,16,27
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,27
Morrow_2016_preterm_infants,DOL 1-8,0.18867924528301888,53,27
Morrow_2016_preterm_infants,DOL 9-42,0,20,27
PRIMAL,DOL 1-8,0.08620689655172414,116,27
PRIMAL,DOL 43-455,0.06,50,27
PRIMAL,DOL 9-42,0.2626728110599078,434,27
Parnanen_2019_infant,DOL 1-8,0,1,27
Parnanen_2019_infant,DOL 9-42,0.1875,32,27
Rahman_2018_preterm_NICU,DOL 1-8,0.12903225806451613,93,27
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,27
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,27
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,28
Gasparrini_2019_infant,DOL 43-455,0.09523809523809523,63,28
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,28
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,28
Gibson_2016_preterm,DOL 43-455,0.125,16,28
Gibson_2016_preterm,DOL 9-42,0.25806451612903225,93,28
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,28
Morrow_2016_preterm_infants,DOL 9-42,0,20,28
PRIMAL,DOL 1-8,0.11206896551724138,116,28
PRIMAL,DOL 43-455,0.04,50,28
PRIMAL,DOL 9-42,0.2488479262672811,434,28
Parnanen_2019_infant,DOL 1-8,0,1,28
Parnanen_2019_infant,DOL 9-42,0.15625,32,28
Rahman_2018_preterm_NICU,DOL 1-8,0.08602150537634409,93,28
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,28
Rahman_2018_preterm_NICU,DOL 9-42,0.11578947368421053,190,28
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,29
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,29
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,29
Gibson_2016_preterm,DOL 1-8,0.23684210526315788,114,29
Gibson_2016_preterm,DOL 43-455,0.1875,16,29
Gibson_2016_preterm,DOL 9-42,0.23655913978494625,93,29
Morrow_2016_preterm_infants,DOL 1-8,0.22641509433962265,53,29
Morrow_2016_preterm_infants,DOL 9-42,0,20,29
PRIMAL,DOL 1-8,0.10344827586206896,116,29
PRIMAL,DOL 43-455,0.06,50,29
PRIMAL,DOL 9-42,0.2695852534562212,434,29
Parnanen_2019_infant,DOL 1-8,0,1,29
Parnanen_2019_infant,DOL 9-42,0.21875,32,29
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,29
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,29
Rahman_2018_preterm_NICU,DOL 9-42,0.1,190,29
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,30
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,30
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,30
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,30
Gibson_2016_preterm,DOL 43-455,0.1875,16,30
Gibson_2016_preterm,DOL 9-42,0.3010752688172043,93,30
Morrow_2016_preterm_infants,DOL 1-8,0.1509433962264151,53,30
Morrow_2016_preterm_infants,DOL 9-42,0,20,30
PRIMAL,DOL 1-8,0.10344827586206896,116,30
PRIMAL,DOL 43-455,0.02,50,30
PRIMAL,DOL 9-42,0.26036866359447003,434,30
Parnanen_2019_infant,DOL 1-8,0,1,30
Parnanen_2019_infant,DOL 9-42,0.15625,32,30
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,30
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,30
Rahman_2018_preterm_NICU,DOL 9-42,0.10526315789473684,190,30
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,31
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,31
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,31
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,31
Gibson_2016_preterm,DOL 43-455,0.125,16,31
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,31
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,31
Morrow_2016_preterm_infants,DOL 9-42,0,20,31
PRIMAL,DOL 1-8,0.09482758620689655,116,31
PRIMAL,DOL 43-455,0.04,50,31
PRIMAL,DOL 9-42,0.27419354838709675,434,31
Parnanen_2019_infant,DOL 1-8,0,1,31
Parnanen_2019_infant,DOL 9-42,0.1875,32,31
Rahman_2018_preterm_NICU,DOL 1-8,0.0967741935483871,93,31
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,31
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,31
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,32
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,32
Gasparrini_2019_infant,DOL 9-42,0.19230769230769232,26,32
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,32
Gibson_2016_preterm,DOL 43-455,0.125,16,32
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,32
Morrow_2016_preterm_infants,DOL 1-8,0.16981132075471697,53,32
Morrow_2016_preterm_infants,DOL 9-42,0,20,32
PRIMAL,DOL 1-8,0.11206896551724138,116,32
PRIMAL,DOL 43-455,0.04,50,32
PRIMAL,DOL 9-42,0.2534562211981567,434,32
Parnanen_2019_infant,DOL 1-8,0,1,32
Parnanen_2019_infant,DOL 9-42,0.21875,32,32
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,32
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,32
Rahman_2018_preterm_NICU,DOL 9-42,0.13157894736842105,190,32
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,33
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,33
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,33
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,33
Gibson_2016_preterm,DOL 43-455,0.0625,16,33
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,33
Morrow_2016_preterm_infants,DOL 1-8,0.18867924528301888,53,33
Morrow_2016_preterm_infants,DOL 9-42,0,20,33
PRIMAL,DOL 1-8,0.10344827586206896,116,33
PRIMAL,DOL 43-455,0.08,50,33
PRIMAL,DOL 9-42,0.2557603686635945,434,33
Parnanen_2019_infant,DOL 1-8,0,1,33
Parnanen_2019_infant,DOL 9-42,0.09375,32,33
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,33
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,33
Rahman_2018_preterm_NICU,DOL 9-42,0.1,190,33
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,34
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,34
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,34
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,34
Gibson_2016_preterm,DOL 43-455,0.0625,16,34
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,34
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,34
Morrow_2016_preterm_infants,DOL 9-42,0,20,34
PRIMAL,DOL 1-8,0.08620689655172414,116,34
PRIMAL,DOL 43-455,0.08,50,34
PRIMAL,DOL 9-42,0.24423963133640553,434,34
Parnanen_2019_infant,DOL 1-8,0,1,34
Parnanen_2019_infant,DOL 9-42,0.21875,32,34
Rahman_2018_preterm_NICU,DOL 1-8,0.0967741935483871,93,34
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,34
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,34
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,35
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,35
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,35
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,35
Gibson_2016_preterm,DOL 43-455,0.0625,16,35
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,35
Morrow_2016_preterm_infants,DOL 1-8,0.1509433962264151,53,35
Morrow_2016_preterm_infants,DOL 9-42,0,20,35
PRIMAL,DOL 1-8,0.08620689655172414,116,35
PRIMAL,DOL 43-455,0.02,50,35
PRIMAL,DOL 9-42,0.2557603686635945,434,35
Parnanen_2019_infant,DOL 1-8,0,1,35
Parnanen_2019_infant,DOL 9-42,0.1875,32,35
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,35
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,35
Rahman_2018_preterm_NICU,DOL 9-42,0.12105263157894737,190,35
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,36
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,36
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,36
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,36
Gibson_2016_preterm,DOL 43-455,0.125,16,36
Gibson_2016_preterm,DOL 9-42,0.3118279569892473,93,36
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,36
Morrow_2016_preterm_infants,DOL 9-42,0,20,36
PRIMAL,DOL 1-8,0.10344827586206896,116,36
PRIMAL,DOL 43-455,0.02,50,36
PRIMAL,DOL 9-42,0.26036866359447003,434,36
Parnanen_2019_infant,DOL 1-8,0,1,36
Parnanen_2019_infant,DOL 9-42,0.1875,32,36
Rahman_2018_preterm_NICU,DOL 1-8,0.12903225806451613,93,36
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,36
Rahman_2018_preterm_NICU,DOL 9-42,0.1,190,36
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,37
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,37
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,37
Gibson_2016_preterm,DOL 1-8,0.20175438596491227,114,37
Gibson_2016_preterm,DOL 43-455,0.125,16,37
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,37
Morrow_2016_preterm_infants,DOL 1-8,0.16981132075471697,53,37
Morrow_2016_preterm_infants,DOL 9-42,0,20,37
PRIMAL,DOL 1-8,0.11206896551724138,116,37
PRIMAL,DOL 43-455,0.08,50,37
PRIMAL,DOL 9-42,0.2626728110599078,434,37
Parnanen_2019_infant,DOL 1-8,0,1,37
Parnanen_2019_infant,DOL 9-42,0.15625,32,37
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,37
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,37
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,37
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,38
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,38
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,38
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,38
Gibson_2016_preterm,DOL 43-455,0.125,16,38
Gibson_2016_preterm,DOL 9-42,0.3010752688172043,93,38
Morrow_2016_preterm_infants,DOL 1-8,0.16981132075471697,53,38
Morrow_2016_preterm_infants,DOL 9-42,0,20,38
PRIMAL,DOL 1-8,0.09482758620689655,116,38
PRIMAL,DOL 43-455,0.08,50,38
PRIMAL,DOL 9-42,0.26036866359447003,434,38
Parnanen_2019_infant,DOL 1-8,0,1,38
Parnanen_2019_infant,DOL 9-42,0.15625,32,38
Rahman_2018_preterm_NICU,DOL 1-8,0.08602150537634409,93,38
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,38
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,38
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,39
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,39
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,39
Gibson_2016_preterm,DOL 1-8,0.23684210526315788,114,39
Gibson_2016_preterm,DOL 43-455,0.0625,16,39
Gibson_2016_preterm,DOL 9-42,0.22580645161290322,93,39
Morrow_2016_preterm_infants,DOL 1-8,0.18867924528301888,53,39
Morrow_2016_preterm_infants,DOL 9-42,0,20,39
PRIMAL,DOL 1-8,0.09482758620689655,116,39
PRIMAL,DOL 43-455,0.04,50,39
PRIMAL,DOL 9-42,0.26497695852534564,434,39
Parnanen_2019_infant,DOL 1-8,0,1,39
Parnanen_2019_infant,DOL 9-42,0.15625,32,39
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,39
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,39
Rahman_2018_preterm_NICU,DOL 9-42,0.10526315789473684,190,39
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,40
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,40
Gasparrini_2019_infant,DOL 9-42,0.19230769230769232,26,40
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,40
Gibson_2016_preterm,DOL 43-455,0.0625,16,40
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,40
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,40
Morrow_2016_preterm_infants,DOL 9-42,0.05,20,40
PRIMAL,DOL 1-8,0.08620689655172414,116,40
PRIMAL,DOL 43-455,0.06,50,40
PRIMAL,DOL 9-42,0.26497695852534564,434,40
Parnanen_2019_infant,DOL 1-8,0,1,40
Parnanen_2019_infant,DOL 9-42,0.15625,32,40
Rahman_2018_preterm_NICU,DOL 1-8,0.13978494623655913,93,40
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,40
Rahman_2018_preterm_NICU,DOL 9-42,0.08947368421052632,190,40
Gasparrini_2019_infant,DOL 1-8,0.3333333333333333,21,41
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,41
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,41
Gibson_2016_preterm,DOL 1-8,0.23684210526315788,114,41
Gibson_2016_preterm,DOL 43-455,0.125,16,41
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,41
Morrow_2016_preterm_infants,DOL 1-8,0.18867924528301888,53,41
Morrow_2016_preterm_infants,DOL 9-42,0,20,41
PRIMAL,DOL 1-8,0.10344827586206896,116,41
PRIMAL,DOL 43-455,0.06,50,41
PRIMAL,DOL 9-42,0.26036866359447003,434,41
Parnanen_2019_infant,DOL 1-8,0,1,41
Parnanen_2019_infant,DOL 9-42,0.15625,32,41
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,41
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,41
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,41
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,42
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,42
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,42
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,42
Gibson_2016_preterm,DOL 43-455,0.125,16,42
Gibson_2016_preterm,DOL 9-42,0.24731182795698925,93,42
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,42
Morrow_2016_preterm_infants,DOL 9-42,0,20,42
PRIMAL,DOL 1-8,0.09482758620689655,116,42
PRIMAL,DOL 43-455,0.1,50,42
PRIMAL,DOL 9-42,0.2695852534562212,434,42
Parnanen_2019_infant,DOL 1-8,0,1,42
Parnanen_2019_infant,DOL 9-42,0.1875,32,42
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,42
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,42
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,42
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,43
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,43
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,43
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,43
Gibson_2016_preterm,DOL 43-455,0.125,16,43
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,43
Morrow_2016_preterm_infants,DOL 1-8,0.1509433962264151,53,43
Morrow_2016_preterm_infants,DOL 9-42,0,20,43
PRIMAL,DOL 1-8,0.10344827586206896,116,43
PRIMAL,DOL 43-455,0.02,50,43
PRIMAL,DOL 9-42,0.24423963133640553,434,43
Parnanen_2019_infant,DOL 1-8,0,1,43
Parnanen_2019_infant,DOL 9-42,0.1875,32,43
Rahman_2018_preterm_NICU,DOL 1-8,0.0967741935483871,93,43
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,43
Rahman_2018_preterm_NICU,DOL 9-42,0.10526315789473684,190,43
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,44
Gasparrini_2019_infant,DOL 43-455,0.09523809523809523,63,44
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,44
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,44
Gibson_2016_preterm,DOL 43-455,0.125,16,44
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,44
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,44
Morrow_2016_preterm_infants,DOL 9-42,0.05,20,44
PRIMAL,DOL 1-8,0.09482758620689655,116,44
PRIMAL,DOL 43-455,0.06,50,44
PRIMAL,DOL 9-42,0.26036866359447003,434,44
Parnanen_2019_infant,DOL 1-8,0,1,44
Parnanen_2019_infant,DOL 9-42,0.1875,32,44
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,44
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,44
Rahman_2018_preterm_NICU,DOL 9-42,0.09473684210526316,190,44
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,45
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,45
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,45
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,45
Gibson_2016_preterm,DOL 43-455,0.0625,16,45
Gibson_2016_preterm,DOL 9-42,0.25806451612903225,93,45
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,45
Morrow_2016_preterm_infants,DOL 9-42,0,20,45
PRIMAL,DOL 1-8,0.10344827586206896,116,45
PRIMAL,DOL 43-455,0.02,50,45
PRIMAL,DOL 9-42,0.2557603686635945,434,45
Parnanen_2019_infant,DOL 1-8,0,1,45
Parnanen_2019_infant,DOL 9-42,0.1875,32,45
Rahman_2018_preterm_NICU,DOL 1-8,0.0967741935483871,93,45
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,45
Rahman_2018_preterm_NICU,DOL 9-42,0.1,190,45
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,46
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,46
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,46
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,46
Gibson_2016_preterm,DOL 43-455,0.125,16,46
Gibson_2016_preterm,DOL 9-42,0.3010752688172043,93,46
Morrow_2016_preterm_infants,DOL 1-8,0.1509433962264151,53,46
Morrow_2016_preterm_infants,DOL 9-42,0,20,46
PRIMAL,DOL 1-8,0.09482758620689655,116,46
PRIMAL,DOL 43-455,0.08,50,46
PRIMAL,DOL 9-42,0.2764976958525346,434,46
Parnanen_2019_infant,DOL 1-8,0,1,46
Parnanen_2019_infant,DOL 9-42,0.15625,32,46
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,46
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,46
Rahman_2018_preterm_NICU,DOL 9-42,0.08947368421052632,190,46
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,47
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,47
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,47
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,47
Gibson_2016_preterm,DOL 43-455,0.0625,16,47
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,47
Morrow_2016_preterm_infants,DOL 1-8,0.09433962264150944,53,47
Morrow_2016_preterm_infants,DOL 9-42,0,20,47
PRIMAL,DOL 1-8,0.11206896551724138,116,47
PRIMAL,DOL 43-455,0.08,50,47
PRIMAL,DOL 9-42,0.2695852534562212,434,47
Parnanen_2019_infant,DOL 1-8,0,1,47
Parnanen_2019_infant,DOL 9-42,0.1875,32,47
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,47
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,47
Rahman_2018_preterm_NICU,DOL 9-42,0.10526315789473684,190,47
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,48
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,48
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,48
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,48
Gibson_2016_preterm,DOL 43-455,0.125,16,48
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,48
Morrow_2016_preterm_infants,DOL 1-8,0.16981132075471697,53,48
Morrow_2016_preterm_infants,DOL 9-42,0,20,48
PRIMAL,DOL 1-8,0.1206896551724138,116,48
PRIMAL,DOL 43-455,0.06,50,48
PRIMAL,DOL 9-42,0.28110599078341014,434,48
Parnanen_2019_infant,DOL 1-8,0,1,48
Parnanen_2019_infant,DOL 9-42,0.1875,32,48
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,48
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,48
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,48
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,49
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,49
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,49
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,49
Gibson_2016_preterm,DOL 43-455,0.1875,16,49
Gibson_2016_preterm,DOL 9-42,0.3010752688172043,93,49
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,49
Morrow_2016_preterm_infants,DOL 9-42,0,20,49
PRIMAL,DOL 1-8,0.09482758620689655,116,49
PRIMAL,DOL 43-455,0.02,50,49
PRIMAL,DOL 9-42,0.2672811059907834,434,49
Parnanen_2019_infant,DOL 1-8,0,1,49
Parnanen_2019_infant,DOL 9-42,0.15625,32,49
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,49
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,49
Rahman_2018_preterm_NICU,DOL 9-42,0.13157894736842105,190,49
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,50
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,50
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,50
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,50
Gibson_2016_preterm,DOL 43-455,0.125,16,50
Gibson_2016_preterm,DOL 9-42,0.25806451612903225,93,50
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,50
Morrow_2016_preterm_infants,DOL 9-42,0,20,50
PRIMAL,DOL 1-8,0.09482758620689655,116,50
PRIMAL,DOL 43-455,0.06,50,50
PRIMAL,DOL 9-42,0.27419354838709675,434,50
Parnanen_2019_infant,DOL 1-8,0,1,50
Parnanen_2019_infant,DOL 9-42,0.1875,32,50
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,50
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,50
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,50
Gasparrini_2019_infant,DOL 1-8,0.3333333333333333,21,51
