study_id,timepoint_category,prevalence,N,iter
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,51
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,51
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,51
Gibson_2016_preterm,DOL 43-455,0.125,16,51
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,51
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,51
Morrow_2016_preterm_infants,DOL 9-42,0,20,51
PRIMAL,DOL 1-8,0.09482758620689655,116,51
PRIMAL,DOL 43-455,0.04,50,51
PRIMAL,DOL 9-42,0.2695852534562212,434,51
Parnanen_2019_infant,DOL 1-8,0,1,51
Parnanen_2019_infant,DOL 9-42,0.15625,32,51
Rahman_2018_preterm_NICU,DOL 1-8,0.0967741935483871,93,51
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,51
Rahman_2018_preterm_NICU,DOL 9-42,0.12631578947368421,190,51
Gasparrini_2019_infant,DOL 1-8,0.3333333333333333,21,52
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,52
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,52
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,52
Gibson_2016_preterm,DOL 43-455,0.125,16,52
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,52
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,52
Morrow_2016_preterm_infants,DOL 9-42,0.05,20,52
PRIMAL,DOL 1-8,0.09482758620689655,116,52
PRIMAL,DOL 43-455,0.02,50,52
PRIMAL,DOL 9-42,0.24423963133640553,434,52
Parnanen_2019_infant,DOL 1-8,0,1,52
Parnanen_2019_infant,DOL 9-42,0.1875,32,52
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,52
Rahman_2018_preterm_NICU,DOL 43-455,0.21428571428571427,14,52
Rahman_2018_preterm_NICU,DOL 9-42,0.11578947368421053,190,52
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,53
Gasparrini_2019_infant,DOL 43-455,0.09523809523809523,63,53
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,53
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,53
Gibson_2016_preterm,DOL 43-455,0.125,16,53
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,53
Morrow_2016_preterm_infants,DOL 1-8,0.16981132075471697,53,53
Morrow_2016_preterm_infants,DOL 9-42,0.05,20,53
PRIMAL,DOL 1-8,0.08620689655172414,116,53
PRIMAL,DOL 43-455,0.04,50,53
PRIMAL,DOL 9-42,0.2511520737327189,434,53
Parnanen_2019_infant,DOL 1-8,0,1,53
Parnanen_2019_infant,DOL 9-42,0.21875,32,53
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,53
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,53
Rahman_2018_preterm_NICU,DOL 9-42,0.10526315789473684,190,53
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,54
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,54
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,54
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,54
Gibson_2016_preterm,DOL 43-455,0.1875,16,54
Gibson_2016_preterm,DOL 9-42,0.23655913978494625,93,54
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,54
Morrow_2016_preterm_infants,DOL 9-42,0.05,20,54
PRIMAL,DOL 1-8,0.11206896551724138,116,54
PRIMAL,DOL 43-455,0.02,50,54
PRIMAL,DOL 9-42,0.26497695852534564,434,54
Parnanen_2019_infant,DOL 1-8,0,1,54
Parnanen_2019_infant,DOL 9-42,0.15625,32,54
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,54
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,54
Rahman_2018_preterm_NICU,DOL 9-42,0.12631578947368421,190,54
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,55
Gasparrini_2019_infant,DOL 43-455,0.09523809523809523,63,55
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,55
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,55
Gibson_2016_preterm,DOL 43-455,0.125,16,55
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,55
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,55
Morrow_2016_preterm_infants,DOL 9-42,0.05,20,55
PRIMAL,DOL 1-8,0.10344827586206896,116,55
PRIMAL,DOL 43-455,0.04,50,55
PRIMAL,DOL 9-42,0.2511520737327189,434,55
Parnanen_2019_infant,DOL 1-8,0,1,55
Parnanen_2019_infant,DOL 9-42,0.15625,32,55
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,55
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,55
Rahman_2018_preterm_NICU,DOL 9-42,0.09473684210526316,190,55
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,56
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,56
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,56
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,56
Gibson_2016_preterm,DOL 43-455,0.125,16,56
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,56
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,56
Morrow_2016_preterm_infants,DOL 9-42,0,20,56
PRIMAL,DOL 1-8,0.09482758620689655,116,56
PRIMAL,DOL 43-455,0.14,50,56
PRIMAL,DOL 9-42,0.26497695852534564,434,56
Parnanen_2019_infant,DOL 1-8,0,1,56
Parnanen_2019_infant,DOL 9-42,0.21875,32,56
Rahman_2018_preterm_NICU,DOL 1-8,0.12903225806451613,93,56
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,56
Rahman_2018_preterm_NICU,DOL 9-42,0.08421052631578947,190,56
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,57
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,57
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,57
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,57
Gibson_2016_preterm,DOL 43-455,0.125,16,57
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,57
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,57
Morrow_2016_preterm_infants,DOL 9-42,0,20,57
PRIMAL,DOL 1-8,0.08620689655172414,116,57
PRIMAL,DOL 43-455,0.12,50,57
PRIMAL,DOL 9-42,0.2695852534562212,434,57
Parnanen_2019_infant,DOL 1-8,0,1,57
Parnanen_2019_infant,DOL 9-42,0.15625,32,57
Rahman_2018_preterm_NICU,DOL 1-8,0.0967741935483871,93,57
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,57
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,57
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,58
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,58
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,58
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,58
Gibson_2016_preterm,DOL 43-455,0.125,16,58
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,58
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,58
Morrow_2016_preterm_infants,DOL 9-42,0,20,58
PRIMAL,DOL 1-8,0.09482758620689655,116,58
PRIMAL,DOL 43-455,0.06,50,58
PRIMAL,DOL 9-42,0.25806451612903225,434,58
Parnanen_2019_infant,DOL 1-8,0,1,58
Parnanen_2019_infant,DOL 9-42,0.15625,32,58
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,58
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,58
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,58
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,59
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,59
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,59
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,59
Gibson_2016_preterm,DOL 43-455,0.1875,16,59
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,59
Morrow_2016_preterm_infants,DOL 1-8,0.1509433962264151,53,59
Morrow_2016_preterm_infants,DOL 9-42,0.05,20,59
PRIMAL,DOL 1-8,0.10344827586206896,116,59
PRIMAL,DOL 43-455,0.1,50,59
PRIMAL,DOL 9-42,0.26497695852534564,434,59
Parnanen_2019_infant,DOL 1-8,0,1,59
Parnanen_2019_infant,DOL 9-42,0.21875,32,59
Rahman_2018_preterm_NICU,DOL 1-8,0.07526881720430108,93,59
Rahman_2018_preterm_NICU,DOL 43-455,0.21428571428571427,14,59
Rahman_2018_preterm_NICU,DOL 9-42,0.12105263157894737,190,59
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,60
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,60
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,60
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,60
Gibson_2016_preterm,DOL 43-455,0.125,16,60
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,60
Morrow_2016_preterm_infants,DOL 1-8,0.18867924528301888,53,60
Morrow_2016_preterm_infants,DOL 9-42,0,20,60
PRIMAL,DOL 1-8,0.09482758620689655,116,60
PRIMAL,DOL 43-455,0.06,50,60
PRIMAL,DOL 9-42,0.24423963133640553,434,60
Parnanen_2019_infant,DOL 1-8,0,1,60
Parnanen_2019_infant,DOL 9-42,0.1875,32,60
Rahman_2018_preterm_NICU,DOL 1-8,0.11827956989247312,93,60
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,60
Rahman_2018_preterm_NICU,DOL 9-42,0.09473684210526316,190,60
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,61
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,61
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,61
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,61
Gibson_2016_preterm,DOL 43-455,0.1875,16,61
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,61
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,61
Morrow_2016_preterm_infants,DOL 9-42,0,20,61
PRIMAL,DOL 1-8,0.10344827586206896,116,61
PRIMAL,DOL 43-455,0.02,50,61
PRIMAL,DOL 9-42,0.2626728110599078,434,61
Parnanen_2019_infant,DOL 1-8,0,1,61
Parnanen_2019_infant,DOL 9-42,0.15625,32,61
Rahman_2018_preterm_NICU,DOL 1-8,0.0967741935483871,93,61
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,61
Rahman_2018_preterm_NICU,DOL 9-42,0.1,190,61
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,62
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,62
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,62
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,62
Gibson_2016_preterm,DOL 43-455,0.1875,16,62
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,62
Morrow_2016_preterm_infants,DOL 1-8,0.16981132075471697,53,62
Morrow_2016_preterm_infants,DOL 9-42,0,20,62
PRIMAL,DOL 1-8,0.08620689655172414,116,62
PRIMAL,DOL 43-455,0.06,50,62
PRIMAL,DOL 9-42,0.24423963133640553,434,62
Parnanen_2019_infant,DOL 1-8,0,1,62
Parnanen_2019_infant,DOL 9-42,0.1875,32,62
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,62
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,62
Rahman_2018_preterm_NICU,DOL 9-42,0.10526315789473684,190,62
Gasparrini_2019_infant,DOL 1-8,0.3333333333333333,21,63
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,63
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,63
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,63
Gibson_2016_preterm,DOL 43-455,0.1875,16,63
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,63
Morrow_2016_preterm_infants,DOL 1-8,0.1509433962264151,53,63
Morrow_2016_preterm_infants,DOL 9-42,0,20,63
PRIMAL,DOL 1-8,0.09482758620689655,116,63
PRIMAL,DOL 43-455,0.04,50,63
PRIMAL,DOL 9-42,0.2626728110599078,434,63
Parnanen_2019_infant,DOL 1-8,0,1,63
Parnanen_2019_infant,DOL 9-42,0.1875,32,63
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,63
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,63
Rahman_2018_preterm_NICU,DOL 9-42,0.11578947368421053,190,63
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,64
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,64
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,64
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,64
Gibson_2016_preterm,DOL 43-455,0.125,16,64
Gibson_2016_preterm,DOL 9-42,0.25806451612903225,93,64
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,64
Morrow_2016_preterm_infants,DOL 9-42,0,20,64
PRIMAL,DOL 1-8,0.08620689655172414,116,64
PRIMAL,DOL 43-455,0.06,50,64
PRIMAL,DOL 9-42,0.26497695852534564,434,64
Parnanen_2019_infant,DOL 1-8,0,1,64
Parnanen_2019_infant,DOL 9-42,0.15625,32,64
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,64
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,64
Rahman_2018_preterm_NICU,DOL 9-42,0.1,190,64
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,65
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,65
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,65
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,65
Gibson_2016_preterm,DOL 43-455,0.125,16,65
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,65
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,65
Morrow_2016_preterm_infants,DOL 9-42,0.05,20,65
PRIMAL,DOL 1-8,0.11206896551724138,116,65
PRIMAL,DOL 43-455,0.04,50,65
PRIMAL,DOL 9-42,0.2626728110599078,434,65
Parnanen_2019_infant,DOL 1-8,0,1,65
Parnanen_2019_infant,DOL 9-42,0.1875,32,65
Rahman_2018_preterm_NICU,DOL 1-8,0.12903225806451613,93,65
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,65
Rahman_2018_preterm_NICU,DOL 9-42,0.08947368421052632,190,65
Gasparrini_2019_infant,DOL 1-8,0.3333333333333333,21,66
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,66
Gasparrini_2019_infant,DOL 9-42,0.19230769230769232,26,66
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,66
Gibson_2016_preterm,DOL 43-455,0.125,16,66
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,66
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,66
Morrow_2016_preterm_infants,DOL 9-42,0,20,66
PRIMAL,DOL 1-8,0.09482758620689655,116,66
PRIMAL,DOL 43-455,0.08,50,66
PRIMAL,DOL 9-42,0.25806451612903225,434,66
Parnanen_2019_infant,DOL 1-8,0,1,66
Parnanen_2019_infant,DOL 9-42,0.1875,32,66
Rahman_2018_preterm_NICU,DOL 1-8,0.08602150537634409,93,66
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,66
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,66
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,67
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,67
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,67
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,67
Gibson_2016_preterm,DOL 43-455,0.125,16,67
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,67
Morrow_2016_preterm_infants,DOL 1-8,0.16981132075471697,53,67
Morrow_2016_preterm_infants,DOL 9-42,0,20,67
PRIMAL,DOL 1-8,0.11206896551724138,116,67
PRIMAL,DOL 43-455,0.02,50,67
PRIMAL,DOL 9-42,0.2534562211981567,434,67
Parnanen_2019_infant,DOL 1-8,0,1,67
Parnanen_2019_infant,DOL 9-42,0.1875,32,67
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,67
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,67
Rahman_2018_preterm_NICU,DOL 9-42,0.10526315789473684,190,67
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,68
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,68
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,68
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,68
Gibson_2016_preterm,DOL 43-455,0.1875,16,68
Gibson_2016_preterm,DOL 9-42,0.2903225806451613,93,68
Morrow_2016_preterm_infants,DOL 1-8,0.1509433962264151,53,68
Morrow_2016_preterm_infants,DOL 9-42,0.05,20,68
PRIMAL,DOL 1-8,0.12931034482758622,116,68
PRIMAL,DOL 43-455,0.06,50,68
PRIMAL,DOL 9-42,0.271889400921659,434,68
Parnanen_2019_infant,DOL 1-8,0,1,68
Parnanen_2019_infant,DOL 9-42,0.1875,32,68
Rahman_2018_preterm_NICU,DOL 1-8,0.12903225806451613,93,68
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,68
Rahman_2018_preterm_NICU,DOL 9-42,0.1,190,68
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,69
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,69
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,69
Gibson_2016_preterm,DOL 1-8,0.20175438596491227,114,69
Gibson_2016_preterm,DOL 43-455,0.125,16,69
Gibson_2016_preterm,DOL 9-42,0.25806451612903225,93,69
Morrow_2016_preterm_infants,DOL 1-8,0.1509433962264151,53,69
Morrow_2016_preterm_infants,DOL 9-42,0,20,69
PRIMAL,DOL 1-8,0.09482758620689655,116,69
PRIMAL,DOL 43-455,0.04,50,69
PRIMAL,DOL 9-42,0.2672811059907834,434,69
Parnanen_2019_infant,DOL 1-8,0,1,69
Parnanen_2019_infant,DOL 9-42,0.15625,32,69
Rahman_2018_preterm_NICU,DOL 1-8,0.08602150537634409,93,69
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,69
Rahman_2018_preterm_NICU,DOL 9-42,0.11578947368421053,190,69
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,70
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,70
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,70
Gibson_2016_preterm,DOL 1-8,0.20175438596491227,114,70
Gibson_2016_preterm,DOL 43-455,0.1875,16,70
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,70
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,70
Morrow_2016_preterm_infants,DOL 9-42,0,20,70
PRIMAL,DOL 1-8,0.09482758620689655,116,70
PRIMAL,DOL 43-455,0.06,50,70
PRIMAL,DOL 9-42,0.25806451612903225,434,70
Parnanen_2019_infant,DOL 1-8,0,1,70
Parnanen_2019_infant,DOL 9-42,0.125,32,70
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,70
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,70
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,70
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,71
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,71
Gasparrini_2019_infant,DOL 9-42,0.2692307692307692,26,71
Gibson_2016_preterm,DOL 1-8,0.21052631578947367,114,71
Gibson_2016_preterm,DOL 43-455,0.125,16,71
Gibson_2016_preterm,DOL 9-42,0.26881720430107525,93,71
Morrow_2016_preterm_infants,DOL 1-8,0.1509433962264151,53,71
Morrow_2016_preterm_infants,DOL 9-42,0,20,71
PRIMAL,DOL 1-8,0.08620689655172414,116,71
PRIMAL,DOL 43-455,0.02,50,71
PRIMAL,DOL 9-42,0.2626728110599078,434,71
Parnanen_2019_infant,DOL 1-8,0,1,71
Parnanen_2019_infant,DOL 9-42,0.15625,32,71
Rahman_2018_preterm_NICU,DOL 1-8,0.08602150537634409,93,71
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,71
Rahman_2018_preterm_NICU,DOL 9-42,0.11052631578947368,190,71
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,72
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,72
Gasparrini_2019_infant,DOL 9-42,0.15384615384615385,26,72
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,72
Gibson_2016_preterm,DOL 43-455,0.0625,16,72
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,72
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,72
Morrow_2016_preterm_infants,DOL 9-42,0,20,72
PRIMAL,DOL 1-8,0.09482758620689655,116,72
PRIMAL,DOL 43-455,0.08,50,72
PRIMAL,DOL 9-42,0.2626728110599078,434,72
Parnanen_2019_infant,DOL 1-8,0,1,72
Parnanen_2019_infant,DOL 9-42,0.15625,32,72
Rahman_2018_preterm_NICU,DOL 1-8,0.0967741935483871,93,72
Rahman_2018_preterm_NICU,DOL 43-455,0.21428571428571427,14,72
Rahman_2018_preterm_NICU,DOL 9-42,0.12105263157894737,190,72
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,73
Gasparrini_2019_infant,DOL 43-455,0.12698412698412698,63,73
Gasparrini_2019_infant,DOL 9-42,0.23076923076923078,26,73
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,73
Gibson_2016_preterm,DOL 43-455,0.125,16,73
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,73
Morrow_2016_preterm_infants,DOL 1-8,0.11320754716981132,53,73
Morrow_2016_preterm_infants,DOL 9-42,0,20,73
PRIMAL,DOL 1-8,0.09482758620689655,116,73
PRIMAL,DOL 43-455,0.04,50,73
PRIMAL,DOL 9-42,0.27880184331797236,434,73
Parnanen_2019_infant,DOL 1-8,0,1,73
Parnanen_2019_infant,DOL 9-42,0.1875,32,73
Rahman_2018_preterm_NICU,DOL 1-8,0.08602150537634409,93,73
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,73
Rahman_2018_preterm_NICU,DOL 9-42,0.11578947368421053,190,73
Gasparrini_2019_infant,DOL 1-8,0.3333333333333333,21,74
Gasparrini_2019_infant,DOL 43-455,0.09523809523809523,63,74
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,74
Gibson_2016_preterm,DOL 1-8,0.22807017543859648,114,74
Gibson_2016_preterm,DOL 43-455,0.0625,16,74
Gibson_2016_preterm,DOL 9-42,0.27956989247311825,93,74
Morrow_2016_preterm_infants,DOL 1-8,0.1320754716981132,53,74
Morrow_2016_preterm_infants,DOL 9-42,0,20,74
PRIMAL,DOL 1-8,0.08620689655172414,116,74
PRIMAL,DOL 43-455,0,50,74
PRIMAL,DOL 9-42,0.271889400921659,434,74
Parnanen_2019_infant,DOL 1-8,0,1,74
Parnanen_2019_infant,DOL 9-42,0.15625,32,74
Rahman_2018_preterm_NICU,DOL 1-8,0.08602150537634409,93,74
Rahman_2018_preterm_NICU,DOL 43-455,0.21428571428571427,14,74
Rahman_2018_preterm_NICU,DOL 9-42,0.11578947368421053,190,74
Gasparrini_2019_infant,DOL 1-8,0.38095238095238093,21,75
Gasparrini_2019_infant,DOL 43-455,0.1111111111111111,63,75
Gasparrini_2019_infant,DOL 9-42,0.3076923076923077,26,75
Gibson_2016_preterm,DOL 1-8,0.21929824561403508,114,75
Gibson_2016_preterm,DOL 43-455,0.125,16,75
Gibson_2016_preterm,DOL 9-42,0.25806451612903225,93,75
Morrow_2016_preterm_infants,DOL 1-8,0.1509433962264151,53,75
Morrow_2016_preterm_infants,DOL 9-42,0.05,20,75
PRIMAL,DOL 1-8,0.10344827586206896,116,75
PRIMAL,DOL 43-455,0.08,50,75
PRIMAL,DOL 9-42,0.2695852534562212,434,75
Parnanen_2019_infant,DOL 1-8,0,1,75
Parnanen_2019_infant,DOL 9-42,0.1875,32,75
Rahman_2018_preterm_NICU,DOL 1-8,0.10752688172043011,93,75
Rahman_2018_preterm_NICU,DOL 43-455,0.14285714285714285,14,75
Rahman_2018_preterm_NICU,DOL 9-42,0.08947368421052632,190,75
